smiles,LOG_MDR1-MDCK_ER
CS(=O)(=O)Cc1ccn(-c2ccccc2)n1,-0.179812616
Cc1cc(C(=O)NC(C)(C)C#N)nn1-c1ccc(F)cc1,0.129620694
Cc1cc(Cl)n(-c2ccc(C#N)cc2)n1,-0.332256154
Cc1ccc(-n2cc(C)cn2)c(NC(=O)CN(C)C)c1,-0.252860923
Cc1ccccc1-n1nc(C(C)(C)C)cc1N,-0.216533336
C#CCNC(=O)CCc1c(C)nn(C)c1C,0.901164925
C#CCNC(=O)c1cc(C(C)C)nn1CC,-0.067999286
CC(C)CCCNC(=O)c1[nH]ncc1Br,-0.237628743
CCN(Cc1cnn(C(C)C)c1)C(=O)NCCC(C)(C)OC,1.235613737
CCSCCC(=O)NCCn1nc(C)c(CC)c1C,0.39658859
CCc1cc(NS(C)(=O)=O)n(C)n1,0.405509667
CON(C)C(=O)CCc1c(C)nn(C)c1C,0.123270222
CONC(=O)c1c(C)nn(C)c1Cl,-0.061346799
Cc1nn(C(F)F)c(C)c1CC(=O)NCCNC(C)(C)C,1.312809964
CCNC(=O)c1ccc(-c2cc(C)cc(OC)c2OC)nc1,-0.000886
CCOc1cccc(-c2cccc(N)n2)c1,-0.252563399
CN(CCO)C(=O)c1ccc(-c2cccc(C(F)(F)F)n2)cc1,0.181285996
COc1cc(F)ccc1-c1ncccc1NC(=O)C(C)C,0.522111816
COc1ccc(C)nc1-c1ccc(OC)c(OC)c1OC,-0.008320311
COc1cccc(-c2cccc(N)n2)c1F,-0.116954056
CC(C)CCNC(=O)CSc1nc2ccccc2[nH]1,0.599563471
CC(C)N(C)S(=O)(=O)NCCCc1nc2cc(Cl)ccc2[nH]1,1.221819581
CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,1.451909392
CCCNC(=O)CSc1nc2cc(C)ccc2[nH]1,0.321696901
COC[C@@H](O)Cn1c(C)nc2ccccc21,0.154801589
Cc1cc2ncn(CC(=O)NC(C)(C)C)c2cc1C,0.742860403
CC(C)(C)C(=O)N1CCC(NS(C)(=O)=O)CC1,0.276113023
CC(C)(C)CC(=O)N1CCC(OCCCN)CC1,0.905683353
CC(C)CCN1CCC(CNS(C)(=O)=O)CC1,0.385885486
CCN(CC)C(=O)N1CCC(C(=O)O)CC1,0.644040283
CN(C)S(=O)(=O)CCCN1CCC(CCC(N)=O)CC1,-0.37149501
COC(C)(C)CCNC(=O)CC1CC(C)(C)NC(C)(C)C1,1.110478937
CC(=O)Nc1ccc2nc(C)cc(O)c2c1,0.190366194
CCCC(=O)Nc1ccc(C)c2ncccc12,-0.129125019
CCCCNC(=O)c1cccc2ncccc12,-0.199648056
CCN(C)S(=O)(=O)N(C)Cc1cnc2ccccc2c1,-0.181920363
CS(=O)(=O)CCNc1ccc2ccc(F)cc2n1,-0.186076864
Cc1cc(NC(=O)[C@H](C)N(C)C)c2ccccc2n1,-0.089830392
Cc1cc(C)cc(Oc2cc(C#N)ccn2)c1,-0.252621639
Cc1cccc(Oc2cc(CN)ccn2)c1C,-0.353875525
Cc1cccc(Oc2ncccc2N)c1C,-0.230349829
Cc1ccnc(Oc2cc(N)ccc2C)c1,-0.266029924
Nc1ccc(Oc2ccccc2F)nc1,-0.275843186
CNC(=O)c1cc(C2CCN(C)CC2)ncn1,-0.217981666
Cc1nc(C2CCNCC2)cc(N(C)C)n1,0.654377293
Cc1nc(N(C)C)cc(C2(C)CCNCC2)n1,1.248950777
Cc1nccc(C2(C)CCN(CC(N)=O)CC2)n1,0.44955787
OCCN1CCC(c2ccncn2)CC1,-0.211067313
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,1.857173854
CNC(=O)Cn1ccc2cc(OC)ccc21,-0.177851664
CON(C)C(=O)Cc1c(C)[nH]c2ccccc12,-0.20271854
CON(C)C(=O)c1cc2ccc(C(C)(C)C)cc2[nH]1,-0.358821555
CON(C)C(=O)c1cccc2c(C)c(C)[nH]c12,-0.322065913
CC(=O)Nc1nc(-c2c(C)cc(C)cc2C)cs1,-0.252744304
CCOc1ccc(-c2csc(N)n2)cc1,-0.24258264
CCc1sc(N)nc1-c1ccc(OC)cc1,-0.24966405
COCc1nc(-c2cc(F)ccc2F)c(C)s1,-0.165145088
COc1ccc(-c2nc(CC(N)=O)sc2C)cc1,-0.608487427
Cc1cc(Br)cn(Cc2ccc(C#N)cc2F)c1=O,-0.190787233
Cc1cccn(Cc2cccc(C#N)c2)c1=O,-0.16137005
Cc1cccn(Cc2cccc(F)c2)c1=O,-0.185803651
Cc1cccn(Cc2ccccc2F)c1=O,-0.197575611
COCC(=O)Nc1ccc(C)c(NC(=O)[C@H](OC)c2ccccc2)c1,0.446935164
COCC(=O)Nc1ccc(NC(=O)Cc2cc(C)ccc2C)cc1,0.078246234
COCC(=O)Nc1ccc(NC(=O)Cc2ccc(C(F)(F)F)cc2)cc1,0.034373381
Nc1ccc(CC(=O)Nc2ccccc2F)cc1,-0.180403498
CNC(=O)Cc1csc(-c2ccc(C)cc2)n1,-0.150116795
COc1cccc(-c2nc(C(=O)O)cs2)c1OC,-0.038317043
COc1ccccc1-c1nc(C(=O)O)cs1,-0.1878426
Cc1ccc(-c2nc(CC(=O)NCCC(C)C)cs2)cc1,-0.276261671
CN(Cc1c(F)cccc1Cl)C(=O)c1ccc(-n2ccnc2)nc1,-0.20429509
CN(Cc1ccc(Cl)cc1)C(=O)c1ccc(-n2ccnc2)nc1,0.033817964
Cc1ccccc1CNC(=O)c1ccc(-n2ccnc2)nc1,-0.06221257
O=C(NCc1ccc(F)cc1)c1ccc(-n2ccnc2)nc1,0.017170884
CCSCc1nc(N)c2ccccc2n1,-0.166927023
CN(C)C(C)(C)CNc1ncnc2ccccc12,0.45636973
NC(=O)COc1ncnc2ccccc12,0.10471014
Nc1nc(N)c2c(Cl)c(Br)ccc2n1,-0.241439706
CCONC(=O)c1sc(C)nc1C,-0.10351373
COCC(=O)Nc1nc(C)c(C)s1,-0.181257434
CSCc1csc(NC(C)=O)n1,-0.199939732
Cc1cnc(C(C)(C)NCC(=O)N(C)C)s1,0.270337686
CC(C(=O)Nc1ccccc1)N1CCCN(c2nccs2)CC1,-0.033352653
COc1ccccc1NC(=O)CN1CCCN(c2nc(C)cs2)CC1,-0.144968747
Cc1c(Cl)cccc1NC(=O)C(C)N1CCCN(c2nccs2)CC1,-0.018513434
O=C(CN1CCCN(c2nccs2)CC1)Nc1cccc(Cl)c1,-0.069855634
CC(C(=O)Nc1ccc(C(N)=O)cc1)N1CCCC(c2nc3ccccc3o2)C1,1.177654303
Cc1ccc(NC(=O)CN2CCCC(c3nc4ccccc4o3)C2)cc1C,0.034201127
NC(=O)c1ccccc1NC(=O)CN1CCCC(c2nc3ccccc3o2)C1,0.903089987
O=C(CN1CCCC(c2nc3ccccc3o2)C1)Nc1ccc(OC(F)(F)F)cc1,-0.00730892
NC(=O)c1cccc(Cn2cnc3c(oc4ccccc43)c2=O)c1,1.142746197
O=c1c2oc3ccccc3c2ncn1Cc1ccc(Cl)cc1,-0.241688712
O=c1c2oc3ccccc3c2ncn1Cc1ccc(F)c(F)c1,-0.269702741
Cc1nc(NCc2ccc(F)c(Cl)c2)n(C)n1,-0.10310838
Cc1nc(NCc2ccc(F)cc2)n(C)n1,-0.011014098
Cn1ncnc1NCc1cc(F)cc(F)c1,-0.120795544
COc1cccc(O[C@H]2CCN(C(=O)c3cc(-c4ccc(C)cc4)on3)CC[C@@H]2O)c1,-0.141783164
COc1cccc(O[C@H]2CCN(C(=O)c3cc(-c4ccc(F)cc4)on3)CC[C@@H]2O)c1,-0.054616699
O=C(c1cc(-c2ccc(F)cc2)on1)N1CC[C@H](Oc2ccccc2F)[C@@H](O)CC1,-0.064752219
COCCN1CCOc2nc3c(C)cccc3cc2C1,-0.248957344
COc1ccc2nc3c(cc2c1)CNCCO3,-0.297626668
Cc1ccc(C)c2nc3c(cc12)CNCCO3,-0.279677737
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccc(F)cc2)C1,0.184537071
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(F)c2)C1,0.121230488
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccccc2Cl)C1,-0.017278025
CN(Cc1ccc(N)nc1)c1ncccn1,-0.207808196
Cc1cc(C)nc(NCc2cnc(C)c(C)c2)n1,-0.206443234
Cc1ccnc(NCc2cccnc2)n1,-0.224712913
CN(C)CCN(Cc1ccccc1)Cc1ccccc1O,-0.075697873
CN(Cc1ccc(CO)cc1)Cc1cc(F)c(F)c(F)c1,-0.372015059
CN(Cc1cccc(C#N)c1)Cc1ccccc1C#N,-0.228504787
CN(C)C(=O)c1ccc(NC(=O)c2cccc(F)c2)cc1,-0.032901257
COc1ccccc1C(=O)Nc1cccc(C#N)c1,-0.609667263
CSc1ccc(C(=O)Nc2cccc(C(=O)NCC(C)C)c2)cc1,0.20286943
CCc1nc(NC(=O)c2ccccc2F)sc1C,-0.634244895
COc1cccc(C(=O)Nc2nccs2)c1,-0.250236636
Cc1ccccc1C(=O)Nc1nc(C)c(C)s1,-0.254035992
CCc1cc(N(C)Cc2ccc(N)nc2)nc(C)n1,0.298174618
CCc1ncnc(N(C)Cc2ccc(N)nc2)c1F,-0.197245538
Cc1nccc(N(C)Cc2ccc(N)nc2)n1,0.64210271
CCOc1cccc(CNCCc2c[nH]c3ccccc23)c1,-0.201728237
CCOc1ccccc1CNCCc1c[nH]c2ccccc12,0.524248505
Fc1cccc(Cl)c1CNCCc1c[nH]c2ccccc12,-0.33989325
CCOc1ccc2[nH]c(C(=O)N3CC[C@@](O)(CC(C)C)[C@@H](Oc4ccc(F)cc4)C3)c(C)c2c1,0.828753541
CCc1c(C(=O)N2CC[C@@](O)(CC(C)C)[C@@H](Oc3ccc(F)cc3)C2)[nH]c2ccc(C)cc12,0.618089766
Cc1cc(C)c2[nH]c(C(=O)N3CC[C@@](O)(CC(C)C)[C@@H](Oc4ccc(F)cc4)C3)c(C)c2c1,0.689099455
CCONC(=O)c1cncn1-c1ccc(F)cc1,0.349871015
Cc1cc(-n2ccnc2)ccc1C(=O)O,-0.379437212
Cc1nccn1-c1ccc(F)cc1CNC(=O)C(C)C,1.34695206
CCOCCNC(=O)c1cccc(-c2cc(F)ccc2OC)c1,-0.279460693
CCOc1ccc(-c2ccccc2NC(=O)COC)cc1,-0.396946441
NC(=O)COc1ccccc1-c1ccccc1,-0.207161916
CCCn1ncnc1-c1ccccc1SC,-0.097881451
Cc1nc(-c2ccc(Cl)c(Cl)c2)n(CC(C)(C)O)n1,-0.197835591
N#CCn1ncnc1-c1cccc(C#N)c1,-0.126016551
CCCS(=O)(=O)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,0.272840209
COc1cc2c(cc1OC)CN(C(=O)C1CCCN(C(=O)OC(C)(C)C)C1)CC2,0.253818933
COc1cc2c(cc1OC)CN(C(=O)C1CCCN(C(C)=O)C1)CC2,1.756492212
CCC(CC)NC(=O)c1ccc2ncsc2c1,-0.278100764
COc1cc2nc(N)sc2cc1OC,-0.175465056
Cc1cccc2sc(NC(=O)C(C)(C)C)nc12,-0.453662568
CC1(C)CCCN1C(=O)c1c(F)cc(C#N)cc1F,-0.178464795
COc1ccc(C(=O)N2CCCC2)cc1NC(C)C,0.035279562
NCc1cccc(C(=O)N2CCCC2)c1,0.5543775
CC(C)(C)c1ccc(CN2CCC(C(N)=O)CC2)cc1,-0.011133705
CCCS(=O)(=O)NC1CCN(Cc2ccc(C)c(OC)c2)CC1,0.1561912
OCC1CCCCN1Cc1ccc(Cl)c(Cl)c1,-0.280852879
CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2ccc(Cl)cc2)cc1,2.027037834
CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2cccc(Cl)c2)cc1,1.991058155
Nc1ncc(-c2cccc(C(F)(F)F)c2)c(C2CCCCN2C(=O)c2ccccc2)n1,0.285216624
CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)COc2ccc(C(C)C)cc2)CC1,0.329482654
CCC(=O)N1CCN(c2ccc(Cl)cc2NC(=O)COc2ccccc2)CC1,-0.060058571
COc1ccc(OCC(=O)Nc2cccc(Cl)c2N2CCN(C(C)=O)CC2)cc1,0.03929184
CC(=O)N(C)[C@H]1CC2(CCN(C(=O)COc3cc(C)c(Cl)c(C)c3)CC2)OC[C@]1(C)O,0.934178457
CC(=O)N(C)[C@H]1CC2(CCN(C(=O)COc3ccc(F)cc3F)CC2)OC[C@]1(C)O,1.174559267
CC(=O)N[C@H]1CC2(CCN(C(=O)COc3cc(C)c(Cl)c(C)c3)CC2)OC[C@]1(C)O,1.629208824
C#CCNC(=O)Cc1coc2cc(OC)ccc12,-0.189636069
CSCc1c(C(=O)NC(C)C)oc2ccccc12,-0.196653751
Cc1cc2cc(C(=O)N(C)CCC(=O)O)oc2cc1C,0.235671021
O=c1c2sccc2nc2n1CCN(Cc1cc(F)ccc1F)CC2,-0.333995559
O=c1c2sccc2nc2n1CCN(Cc1ccc(F)cc1F)CC2,-0.28509437
O=S(=O)(c1cccc2c(O)nccc12)N1CCCNCC1,0.91525315
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.645450703
O=C([C@H]1CCCN(Cc2ccc(Cl)cc2)C1)N1CCc2ccccc2C1,-0.103347886
O=C([C@H]1CCCN(Cc2ccc(F)cc2)C1)N1CCc2ccccc2C1,-0.101057236
O=C(O)c1ccccc1-c1ccc(CN2CCCCC2)cc1,0.619804985
OCC1CCCCN1Cc1ccc(-c2ccccc2)cc1,-0.14983847
O=C(O)c1cc(/C=C/c2csnn2)nc2ccccc12,0.317118353
Oc1ccc2nc(/C=C/c3csnn3)ccc2c1Cl,-1.162425008
O=C(NCc1ccc(F)cc1)C1CCN(C(=O)/C=C/c2ccc(F)cc2)CC1,0.78840851
O=C(NCc1ccc(F)cc1)C1CCN(C(=O)/C=C/c2ccccc2)CC1,0.790034452
O=C(NCc1cc(F)cc(F)c1)c1ccccn1,-0.143194689
O=C(NCc1ccc(F)cc1)c1ccccn1,-0.264920922
Nc1nnc(SCCSC2CCCCC2)n1C1CC1,0.581109864
OCc1nnc(SCCSC2CCCCC2)n1C1CC1,0.291567618
N#CCCN(C(=O)c1cccs1)C12CC3CC(CC(C3)C1)C2,-0.274595068
N#CCCN(C(=O)c1sccc1C#N)C12CC3CC(CC(C3)C1)C2,0.063072071
Fc1cccc(CN2CCN(c3ncccn3)CC2)c1,-0.278212067
Fc1ccccc1CN1CCN(c2ncccn2)CC1,-0.144563043
Fc1cc(Br)ccc1CNCc1ccccn1,1.078920472
N#Cc1cccc(CNCc2ccccn2)c1,-0.256699694
Cn1nc(-c2cc(F)cc(F)c2)cc1N,-0.216606982
NC(=O)Cn1ccc(-c2ccccc2)n1,-0.101364107
Cc1ncsc1CNc1nnc(-c2ccncc2)o1,0.573634154
c1cc(-c2nnc(NCc3cncs3)o2)ccn1,0.27875449
Cc1ncsc1C(=O)N1CCCCC1c1nc(N(C)C)ncc1-c1cccc(Cl)c1,0.106454501
Cc1ncsc1C(=O)N1CCCCC1c1nc(N)ncc1-c1cccc(C(F)(F)F)c1,0.962266995
Cc1nc2ncc3c(n2n1)CC(C)(C)CC3=O,-0.08929978
Cc1nc2ncc3c(n2n1)CCCC3=O,-0.123997434
Cc1nc(C)c(CNc2ncnn2C)s1,0.601984303
Cc1nc(NCc2scnc2C)n(C)n1,0.623948691
Cc1ccccc1C(=O)N1CCC[C@@H]1Cn1nnn(-c2cccs2)c1=O,0.046573922
O=C(c1ccccc1F)N1CCC[C@@H]1Cn1nnn(-c2cccs2)c1=O,-0.114248674
Cc1cccc2ncn(CCc3ncc[nH]3)c(=O)c12,0.808782881
O=c1c2c(C(F)(F)F)cccc2ncn1CCc1ncc[nH]1,1.19173538
Cc1cccc(OCCCNc2cc(Cn3c(C)nc4ccccc43)nc(N)n2)c1,1.355861046
Cc1ccccc1OCCCNc1cc(Cn2c(C)nc3ccccc32)nc(N)n1,1.33058986
Cc1cccc(OC2CCN(CC(N)=O)CC2)c1,-0.196744354
NC(=O)CN1CCC(Oc2cccc(F)c2)CC1,-0.265089433
Cc1cccc(NCCc2cn3c(n2)CCCC3)n1,0.554102669
N#Cc1cccnc1NCCc1cn2c(n1)CCCC2,0.12510836
Cc1cccc(NC(=O)CN(C)Cc2nc3ccc(Cl)cc3c(=O)[nH]2)c1C,1.096034694
Cc1cccc(NC(=O)CN(C)Cc2nc3ccccc3c(=O)[nH]2)c1C,1.244672047
Cc1ccc(NC(=O)CN(C)C(=O)c2ccccc2F)nc1,0.156199899
Cc1ccnc(NC(=O)CN(C)C(=O)c2ccc(Cl)cc2)c1,0.049409304
Cc1ccc(Cn2nc(C)c(C(N)=O)c2Cl)cc1,-0.17860001
Cc1nn(Cc2cccc(Br)c2)c(C)c1C(=O)O,0.198890899
Cc1ccc(C(=O)Nc2cccc(C(=O)N(C)C)c2)cn1,1.36590355
Cc1ccc(C(=O)Nc2ccccc2C(C)(C)C)cn1,-0.157461406
Cc1ccc(=O)n(CCOc2cc(F)cc(Br)c2)n1,-0.224540134
Cc1ccc(=O)n(CCOc2ccc(Cl)c(F)c2)n1,-0.164639973
Cc1ccc(-n2cc[nH]c(=O)c2=O)cc1,0.019330723
Cc1ccccc1-n1cc[nH]c(=O)c1=O,0.101124708
Cc1ccc(-n2c(S)nnc2-c2ccc(O)cc2)c(C)c1,1.539089813
Cc1ccc(C)c(-n2c(S)nnc2-c2ccc(O)cc2)c1,1.492225181
Cc1ccc(-c2ccc(=O)n(Cc3ccncc3)n2)cc1,-0.209853595
O=c1ccc(-c2ccc(F)cc2)nn1Cc1ccncc1,-0.171541334
Cc1cc(Nc2ccc(F)cn2)cc(C2CCN(C(=O)COc3ccccc3)C2)n1,1.190256515
Cc1cc(Nc2ccc(F)cn2)cc(C2CCN(C(=O)COc3ccccc3F)C2)n1,0.977648796
Cc1cc(F)ccc1C1C(=O)NCCN1C(=O)c1ccc2nccn2c1,0.925531892
O=C1NCCN(C(=O)c2ccc3nccn3c2)C1c1ccccc1C(F)(F)F,0.854190841
Cc1cc(C)c(CC(=O)N2CC(CO)C2)c(C)c1,0.236202515
O=C(Cc1cccc(I)c1)N1CC(CO)C1,0.201685782
Cc1c(F)cccc1NC(=O)CN1[C@H](Cc2ccccc2)C[C@]2(C)NC(=O)CCC[C@H]12,1.093363726
Cc1ccc(NC(=O)CN2[C@H](Cc3ccccc3)C[C@]3(C)NC(=O)CCC[C@H]23)cc1F,1.092925581
CS(=O)(=O)Nc1ccccc1-c1ccncc1,0.102726445
Cc1ccc(-c2ccnc(O)c2C#N)cc1,-0.014884242
COc1nc2c(cc1CNC(=O)N1CCC[C@@H]1CO)C(=O)N(C1CCCC1)C2,1.892889814
COc1nc2c(cc1CNC(=O)N1CC[C@@H](O)C1)C(=O)N(C1CCCC1)C2,1.505514183
COc1nc(C)nc(N(C)Cc2nccs2)c1C,-0.33100967
Cc1csc(CN(C)c2ccnc(N(C)C)n2)n1,-0.238222585
COc1ccccc1C(=O)NCc1nc(C)cc(N2CCCCC2)n1,-0.613819629
Cc1cc(N2CCCCC2)nc(CNC(=O)c2ccccc2Cl)n1,-0.1734442
COc1cccc(NC(=O)CNc2cccc(-c3ccnc(C)n3)c2)c1,0.378228288
Cc1nccc(-c2cccc(NCC(=O)N(C)c3ccccc3)c2)n1,-0.015985752
COc1cccc(F)c1NC(=O)N1CCC(N2CC=CC2)CC1,0.91615109
Cc1cccc(NC(=O)N2CCC(N3CC=CC3)CC2)c1Cl,-0.286437357
COc1cccc(CNc2ncc(-c3ccccc3)n2C)c1,-0.268292975
Cn1c(-c2ccccc2)cnc1NCc1ccccc1,-0.300197914
COc1cccc(CN2CCC(Cc3ccc(-c4cccnc4)cc3)(C(N)=O)CC2)c1,0.846611174
NC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(Cl)c2)CC1,0.687334663
COc1ccc(OC)c(Cn2cnc3cn(C)nc3c2=O)c1,0.4088278
COc1cccc([C@@H](C)n2cnc3cn(C)nc3c2=O)c1,0.157255348
COc1ccc(Nc2ncnc3sccc23)c(OC)c1,-0.242457763
Cc1c(C(=O)NCCCN(C)C)sc2ncnc(Nc3ccc(F)cc3OC(C)C)c12,1.77253534
COc1ccc(CN(C)C(=O)Nc2ccccc2)cc1F,-0.174610896
O=C(NCc1ccc(CO)c(F)c1)Nc1ccccc1,-0.369700232
COc1ccc(C)cc1S(=O)(=O)NCCC(=O)Nc1ccccc1C,1.229000429
COc1ccc(OC)c(S(=O)(=O)NCCC(=O)Nc2ccccc2C)c1,1.298930933
COc1ccc(C(=O)c2ccc(C)cc2)c(OC)c1,-0.336951015
COc1ccc(C(=O)c2ccc(Cl)cc2)c(OC)c1,-0.28214926
COc1ccc(C(=O)N(C)Cc2nccn2C)c(F)c1,0.345550205
COc1cccc(C)c1C(=O)N(C)Cc1ncc[nH]1,0.800707006
COc1ccc(/C=C/C(=O)c2c(C)nc3ccccc3c2N)cc1,-0.705421816
Cc1nc2ccccc2c(N)c1C(=O)/C=C/c1ccccc1,-0.613195608
COc1ccc(-c2cc(C(C)(C)C)nc(-c3ncccn3)n2)cc1,0.085830606
COc1ccccc1-c1cc(C(C)(C)C)nc(-c2ncccn2)n1,0.296836399
COc1cc(OC)cc(-c2c(C)ncnc2OC)c1,-0.12524595
COc1ncnc(C)c1-c1cccc(OC(C)C)c1,-0.197708985
COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,1.129768853
O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,0.52079863
COc1cc(C#N)ccc1Cn1ccnc1C(C)C,0.450567277
O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,0.477269457
COc1cc(-c2ccc(Cn3nc(C)cc3C)cn2)cc(OC)c1OC,0.216405758
COc1ccc(-c2ccc(Cn3nc(C)cc3C)cn2)cc1,-0.319760198
COCCNc1c(C)c(C)nc2cc(-c3nccn3C)nn12,0.183631468
Cc1nc2cc(-c3nccn3C)nn2c(NCCCN(C)C)c1C,1.829802333
COC(=O)c1cccc2c1CCCN2C(=O)c1ccc(F)cc1F,-0.149727787
COC(=O)c1cccc2c1CCCN2C(=O)c1ccccc1,-0.324209995
COC(=O)C1=NOC2(CCN(CCC(C)(C)C)CC2)C1,-0.323809424
COC(=O)C1=NOC2(CCN(CCCCCF)CC2)C1,-0.334081766
CNc1nc(-c2cc(OC)cc(OC)c2)ncc1F,-0.389627958
Cc1nc(-c2ccccc2)nc(O)c1C,-0.198110462
CNCc1cc(N(C)C)nc(C2CCCN2C(=O)COc2ccc(F)cc2)n1,1.669440592
CNCc1cc(NC)nc(C2CCCN2C(=O)COc2ccccc2OC)n1,0.077643742
CNC(=O)c1cccc(Cn2nnc(-c3ccccc3Cl)n2)c1,0.96991259
N#Cc1ccccc1Cn1nnc(-c2ccccc2)n1,-0.348756208
CNC(=O)CC1CCN(c2ncccn2)CC1,-0.084611841
NC(=O)CC1CCN(c2ncccn2)CC1,0.004284882
CN(CC1(O)CCCC1)c1ncccn1,0.105518013
Cc1cnc(NCC2(CO)CCCC2)nc1N(C)C,-0.022272593
CN(C)c1nccc(N2CCN(CCCCCF)CC2)n1,-0.378241575
