,smiles,LOG_MDR1-MDCK_ER,LOG_HLM_CLint,LOG_RLM_CLint
89,CC(=O)NC[C@H]1C[C@]2(C)[C@@H](CCCC[C@]2(C)O)N1CC1(O)CCOCC1,0.975661664,0.953276337,1.614433159
90,CC(=O)NCc1cc2n(n1)CCN(C1Cc3ccccc3C1)C2,0.04922349,0.675686709,1.027920136
91,CC(=O)N[C@H]1CC2(CCN(C(=O)COc3cc(C)c(Cl)c(C)c3)CC2)OC[C@]1(C)O,1.629208824,1.387425423,2.219951086
92,CC(=O)N[C@H]1CCN(C(=O)N[C@H](C)C(c2ccccc2)c2ccccc2)C1,2.052162077,1.803341015,2.916352865
93,CC(=O)Nc1cc(CCC2CCNCC2)ccn1,0.383821512,0.675686709,1.027920136
94,CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2ccc(Cl)cc2)cc1,2.027037834,1.609647759,2.808125186
95,CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2cccc(Cl)c2)cc1,1.991058155,1.727004157,2.813429526
96,CC(=O)Nc1ccc(C(=O)N2CCc3ncncc3C2)cc1,1.235073653,0.675686709,1.027920136
97,CC(=O)Nc1ccc(CNCCOc2ccc(F)cc2F)cc1,0.196041197,1.097500252,2.057768771
98,CC(=O)Nc1ccc(Oc2ncnc3scc(-c4ccccc4)c23)cc1,-0.094478581,1.590563209,2.641757598
99,CC(=O)Nc1ccc2nc(C)cc(O)c2c1,0.190366194,0.675686709,1.027920136
100,CC(=O)Nc1ccc2nc(N3CCOCC3)sc2c1,-0.092968122,0.675686709,1.364475949
101,CC(=O)Nc1cccc(CN2CCCN(C(C)=O)c3ccccc32)c1,1.200340861,2.143629875,2.96343978
102,CC(=O)Nc1cccc(OC(=O)N2CCOCC2)c1,0.418813542,0.877428941,1.027920136
103,CC(=O)Nc1cccc(OCC(=O)N2CCCCC2)c1,1.074655463,0.675686709,2.098847848
104,CC(=O)Nc1ccccc1CN1CCC(c2nnc3ccccn23)CC1,1.693076039,1.000390689,2.058422228
105,CC(=O)Nc1ccccc1OCCOc1ccc(Cl)cc1,-0.42882913,1.981184137,2.822593009
106,CC(=O)Nc1ccnn1C1CCN(Cc2ccccc2C#Cc2ccccc2)CC1,1.423183384,1.916343387,2.705213494
107,CC(=O)Nc1cnn(CC2CCN(C)CC2)c1,0.551382817,0.675686709,1.027920136
108,CC(=O)Nc1nc(-c2c(C)cc(C)cc2C)cs1,-0.252744304,1.396948687,3.372758685
109,CC(=O)Nc1ncc(CN2CCCC[C@@H]2C)s1,0.118767305,0.675686709,1.150111425
110,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,1.799973248,1.10561236,1.539841088
111,CC(=O)c1cc(Br)cc(F)c1OCc1ccccn1,-0.206170522,1.81973472,2.499662344
112,CC(=O)c1ccc(OCCCCN2CCCC2)cc1,-0.048176502,0.675686709,2.656148052
113,CC(=O)c1ccc2c(c1)CCN(CC1CCC3(CC1)OCCO3)CC2,-0.254683871,0.675686709,2.359412361
114,CC(=O)c1ccc2c(c1)CCN(CCC1OCCO1)CC2,-0.278074658,0.919025765,1.750060756
115,CC(=O)c1ccccc1-c1cccc(C(=O)NCCCN2CCCC2)c1,2.124927356,0.675686709,2.870664872
116,CC(C(=O)N1CCc2sccc2C1)N1CCCN(c2ccccc2C#N)CC1,-0.059772517,3.328241341,3.626562181
117,CC(C(=O)Nc1ccc(C(N)=O)cc1)N1CCCC(c2nc3ccccc3o2)C1,1.177654303,2.262629043,3.338218563
118,CC(C(=O)Nc1ccccc1)N1CCCN(c2nccs2)CC1,-0.033352653,2.662653022,3.304632684
119,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,0.035295816,2.174678956,2.98227259
120,CC(C)(C(=O)NCc1ccccn1)c1ccccc1,-0.133202618,0.675686709,2.139107371
121,CC(C)(C(=O)c1ccccc1)/[N+]([O-])=C/c1ccc(F)cc1,-0.167525621,0.882809041,1.788111782
122,CC(C)(C)C(=O)N1CCC(CN(CC(N)=O)C2CCCC2)CC1,1.424211737,1.47444938,3.148166599
123,CC(C)(C)C(=O)N1CCC(CN2C(=O)C(=O)N(C3CCCC3)C2=O)CC1,0.306591951,1.345059906,2.45996062
124,CC(C)(C)C(=O)N1CCC(CN2CCCC[C@@H]2CO)CC1,1.156026602,0.675686709,1.469011559
125,CC(C)(C)C(=O)N1CCC(Cc2ccc(-c3cccs3)cc2)(C(=O)N2CCCC2)CC1,-0.000772,2.347780667,3.158208351
126,CC(C)(C)C(=O)N1CCC(NS(C)(=O)=O)CC1,0.276113023,0.675686709,1.027920136
127,CC(C)(C)C(=O)N1CCN(C(=O)CCN2CCOC2=O)CC1,1.812496417,0.675686709,1.027920136
128,CC(C)(C)C(=O)Nc1nnc(Cc2ccccc2)s1,0.076743253,0.675686709,2.818199492
129,CC(C)(C)CC(=O)N1CCC(OCCCN)CC1,0.905683353,0.675686709,1.027920136
130,CC(C)(C)CCCNC(=O)N1CCN(Cc2ccon2)CC1,0.176130508,1.233046902,2.794642079
131,CC(C)(C)C[C@@H]1COCc2nc(OCc3ccccn3)cc(=O)n21,-0.237105736,0.849726444,2.433891387
132,CC(C)(C)N1CCCN(C(=O)CNc2ccc(C#N)cc2)CC1,-0.052247013,0.675686709,1.815119306
133,CC(C)(C)NC(=O)Cn1nc(C(c2ccccc2)c2ccccc2)oc1=O,0.609120937,1.350616237,2.873526944
134,CC(C)(C)NC(=O)NCCn1nc2c(cc1=O)CCCC2,1.826398101,1.084540532,2.020725804
135,CC(C)(C)NC(=O)c1cnc(-c2ccc(Cl)s2)s1,-0.305885734,1.619166403,2.223550451
136,CC(C)(C)NC(=O)c1cncn1C1CCN(c2ccc(-c3nnc(C(F)(F)F)o3)cn2)CC1,0.927058437,0.675686709,1.402398959
137,CC(C)(C)OC(=O)NCCCC(=O)N[C@H]1C[C@@H](n2cnc3c(NCc4ccccc4)ncnc32)[C@@H](O)[C@H]1O,0.665062461,2.042843173,2.20306826
138,CC(C)(C)OC(=O)NCc1ccc(C(=N)NC(=O)OCc2ccccc2)cc1,0.347639628,1.9259718,3.115318554
139,CC(C)(C)OC(=O)c1ccc(-n2[nH]cc(-n3ccnn3)c2=O)nc1,0.076390223,0.675686709,1.316263972
140,CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,0.374706153,1.458411201,2.150962029
141,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,0.856531657,0.675686709,2.165499544
142,CC(C)(C)c1cc(NC(=O)c2cccc3cn[nH]c23)[nH]n1,0.191257048,0.993259831,2.245922093
143,CC(C)(C)c1ccc(=O)n(CC2CN(CC3(O)CCCC3)C2)n1,1.273530626,0.801472314,2.039992793
144,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,0.455588856,1.781252594,1.407560849
145,CC(C)(C)c1ccc(C2=NC3(CCNCC3)NC2=O)cc1,1.529299026,0.814247596,1.775457526
146,CC(C)(C)c1ccc(CN2CCC(C(N)=O)CC2)cc1,-0.011133705,0.675686709,2.159338557
147,CC(C)(C)c1cnc(CN2CCC(=O)Nc3cc(F)ccc32)o1,0.282774789,1.994031049,2.977713091
148,CC(C)(C)c1csc(CCNC(=O)N2CCSCC2)n1,0.056857032,2.105251234,2.980318405
149,CC(C)(C)c1csc(NC(=O)C2CC2)n1,-0.197768495,1.306167592,1.949546129
150,CC(C)(C)c1nc(Cn2nnc3ccccc3c2=O)no1,-0.167227077,0.675686709,2.076582194
151,CC(C)(C)c1nccc(NCc2ccncc2)n1,-0.15468889,1.148787684,2.873938755
152,CC(C)(C)c1nnnn1CC(=O)NC12CC3CC(CC(C3)C1)C2,-0.110139589,1.75869242,2.714415269
153,CC(C)(C)n1cc(CNc2cccnc2)cn1,-0.248876679,0.675686709,1.61992771
154,CC(C)(C)n1ncc(C(=O)N2CCCn3ncnc32)c1C(F)(F)F,-0.012677996,1.445012288,2.574546325
155,CC(C)(C)n1ncc(OCc2ccc(OCCOCCO)nc2)c(Cl)c1=O,0.65761908,0.913336926,1.94509913
156,CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,1.555038433,2.728516916,3.056338375
157,CC(C)(CO)NCCCCn1c2ccccc2c2ccccc21,0.868458753,1.734055373,2.212283512
158,CC(C)(O)C(=O)N1CCC(c2ccc3c(NCc4ccccc4F)n[nH]c3n2)CC1,1.186759149,0.921842481,1.843743412
159,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,1.010596548,0.996380313,1.629093448
160,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)F)n3)c(OCC3COC3)cc2n1,1.068074652,0.892094603,1.858140016
161,CC(C)(O)CCn1cc2cc(NC(=O)c3ccn(C(F)F)n3)c(OCC3COC3)cc2n1,1.071218118,0.675686709,1.124927879
162,CC(C)(O)CNc1ncc(-c2ccnc(Nc3ccnc(Cl)c3)n2)c(CC2CC2)n1,1.020657691,1.372948806,2.172588338
163,CC(C)(O)Cn1nc(-c2ccccc2)c2c(Cl)c(-c3ccccc3)nnc21,-0.139945227,0.675686709,1.932016906
164,CC(C)(Oc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cc1)C(=O)O,1.02666239,0.675686709,1.027920136
165,CC(C)=CCOc1cccc(C(=O)NN2CCOCC2)c1,0.111183435,0.675686709,2.770149948
166,CC(C)C(=O)N1CC(Cc2nccc3ccn(C)c23)C1,0.862395891,0.675686709,1.715351413
167,CC(C)C(=O)N1CCC(Nc2ncnc3ccsc23)CC1,0.816141116,0.675686709,1.283323848
168,CC(C)C(=O)N1CCn2nc(CNC3CCc4ccccc4CC3)cc2C1,1.433542991,0.675686709,2.311870363
169,CC(C)C(=O)Nc1ccc2cnn(C(C)C)c2c1,0.152783332,1.145910834,1.746696459
170,CC(C)C(=O)Nc1ncn(Cc2cccnc2)n1,1.212996707,0.675686709,1.027920136
171,CC(C)CC(=O)N1CCC(Cc2cccc(-c3cncnc3)c2)(C(=O)NC(C)C)CC1,1.856130449,2.299814443,2.841433307
172,CC(C)CC(=O)NCC(=O)N1CCCC1,0.079041751,0.675686709,1.027920136
173,CC(C)CC(=O)Nc1cccnc1N(C)C,-0.22380915,0.675686709,1.762746065
174,CC(C)CCCNC(=O)c1[nH]ncc1Br,-0.237628743,1.217957462,2.870509832
175,CC(C)CCN1CCC(CNC(=O)C2CC=CC2)CC1,0.576795929,1.098158983,2.15012372
176,CC(C)CCN1CCC(CNS(C)(=O)=O)CC1,0.385885486,0.675686709,1.027920136
177,CC(C)CCN1CCc2nc3cc(C4CC4)nn3c(O)c2C1,0.956787224,0.882068944,1.481456961
178,CC(C)CCNC(=O)CSc1nc2ccccc2[nH]1,0.599563471,2.056447458,3.043819913
179,CC(C)CCn1ccc(NC2CCN(C(C)C)CC2)n1,0.553504411,0.675686709,2.181168765
180,CC(C)CN(Cc1cnn(C)c1)C(=O)c1cccc(-c2cnccn2)c1,0.858359218,2.651701439,3.676246468
181,CC(C)CN(c1ncnc2c1cnn2C)C1CC1,-0.136315042,1.703334375,2.538211671
182,CC(C)CN1C(=O)C(=O)N(Cc2ccccn2)C1=O,-0.076945063,0.675686709,1.453944862
183,CC(C)CN1CC[C@H](c2nc3ccc(C#N)cc3[nH]2)C1,0.162790592,0.825361196,1.882735088
184,CC(C)CNc1nnc(SCc2ccncc2)s1,0.014270843,1.490239485,2.800070653
185,CC(C)C[C@@H](C(N)=O)n1ccnc1-c1cccc2ccccc12,1.678003236,2.517362192,3.149882061
186,CC(C)C[C@@H](CO)n1cc(-c2ccccc2Cn2cccn2)nn1,0.7983468,2.003417445,2.709698107
187,CC(C)Cc1cc(CN2CCN(S(=O)(=O)N3CCOCC3)CC2)n[nH]1,1.367228309,1.331690426,2.453306106
188,CC(C)Cc1ccccc1CNCc1ccc2[nH]cnc2c1,0.860477934,1.746400644,2.883857249
189,CC(C)Cc1n[nH]c(-c2ccc(N3CCN(C)CC3)cc2)n1,0.526275964,0.675686709,2.373252312
190,CC(C)Cc1nn(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc12,0.260888582,2.436576064,3.310521897
191,CC(C)Cc1sc(N)nc1-c1ccc(P(=O)(O)O)o1,-0.371574385,0.675686709,1.027920136
192,CC(C)Cn1c(=O)[nH]c(=O)c2c1nc1n2CCCCC1,0.548936262,0.856003454,1.449786847
193,CC(C)Cn1cnc2c1c(=O)[nH]c(=O)n2CC(C)C,0.291271951,0.675686709,1.868850077
194,CC(C)N(C(=O)Cn1cccc2cc(-c3ccco3)nc1-2)C(C)C,0.257266321,2.57133026,3.251663037
195,CC(C)N(C(=O)Cn1cccc2cc(C(F)F)nc1-2)C(C)C,0.607110617,2.45448356,2.639586087
196,CC(C)N(C)S(=O)(=O)N1CCC(CNC(=O)CCCn2cccn2)CC1,1.762874233,1.212400703,2.455434186
197,CC(C)N(C)S(=O)(=O)NCCCc1nc2cc(Cl)ccc2[nH]1,1.221819581,2.12602745,3.398339897
198,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@@H]1O[C@@H](n2cc(Br)c3c(N)ncnc32)[C@H](O)[C@H]1O,1.230623249,2.548436101,3.303912592
199,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@H]1O,0.781848009,2.272465891,3.284991458
200,CC(C)N(C[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1O)[C@H]1C[C@@H](CCc2nc3cc(C(C)(C)C)ccc3[nH]2)C1,0.537951383,2.163113648,2.921467453
201,CC(C)N1CCC(O)(c2ccccc2F)CC1,-0.270073004,0.675686709,2.558468563
202,CC(C)N1CCN(CCCSc2ccccn2)CC1,-0.130835495,2.10818942,3.034584343
203,CC(C)NC(=O)C1(Cc2ccccc2-c2ccncc2)CCOCC1,1.7136289,2.429718375,2.99170398
204,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,1.301828955,1.630824356,3.192741081
205,CC(C)NC(=O)Cn1nnnc1C(C)(C)C,0.095241,0.675686709,1.433481808
206,CC(C)NC(=O)N1CC[C@H](NC2=Nc3cc(F)ccc3N(CC(F)F)c3ccc(Cl)cc32)C1,1.372406093,2.255940322,2.89352708
207,CC(C)NC(=O)c1cc(-c2ccccc2)n(-c2ccccn2)n1,-0.117907648,0.909181476,1.905758114
208,CC(C)NCC(O)COc1cccc2ccccc12,-0.162401489,1.327231598,3.318275952
209,CC(C)Nc1ccc(-c2cc3c(cc2CO)OCCO3)cn1,-0.110701135,1.136815658,3.757414175
210,CC(C)OCCS(=O)(=O)N1CCc2ccccc2CC1,-0.17624029,2.126686508,3.496730851
211,CC(C)Oc1ccc(C#N)cc1NC1CCN(C)CC1,0.400219268,0.675686709,2.000815707
212,CC(C)Oc1ccc(C2(C(=O)NC3CCS(=O)(=O)CC3)CCCC2)cc1,1.578110551,1.195650622,2.321453434
213,CC(C)Oc1ccc(CCNC(=O)N2CCC[C@H]2C(=O)N2CCCCC2)cc1,1.7063558,1.293958886,2.692272178
214,CC(C)Oc1cccc(C(C)NC(=O)c2ccnc(-n3cncn3)c2)c1,0.257742396,1.850155922,2.411877176
215,CC(C)[C@H](NC(=O)c1c(F)cccc1F)C(=O)N1CCOCC1,0.907462376,0.675686709,1.027920136
216,CC(C)[C@H](Nc1ncc(Cl)cn1)C(=O)N1CCCC1,0.032113569,1.18619325,2.256563816
