smiles,measured log solubility in mols per litre
CCC(C)(C)Cl,0.17267705451874604
ClCCBr,0.7484675024790938
CCCCCCCC=C,-1.0563210444890552
CCC(C)(O)CC,1.2129707210017273
CCCCC(C)O,0.95652623577569
CCCCCO,1.096844916371069
ClCCC#N ,1.246840747352336
CC(C)C(C)O,1.300065074474721
CCCCCCCCCC(=O)OC,-0.8821323375430679
CC(C)CBr,0.21138565606229867
CCI,0.612987397076659
CCCCCCBr,-0.45633772056398697
CCCC(C)C,-0.4224676942133784
BrC(Br)Br,0.46299156609539194
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,1.2807107737029446
CC(C)Br,0.617825972269603
CC(C)CC(C)(C)C,-0.9063252135077883
CCC,0.44847584051655964
CCOC=C,0.9758805365474663
CCC#C,0.7871761040226466
CCCCC(C)(O)CC,0.612987397076659
CC#N,1.5129623829642616
ClCC(Cl)(Cl)Cl,0.3323500358859011
CCCCO,1.3871594279477149
CC(C)CCO,1.1403920931075657
CC(=C)C,0.2597714079917397
CC(=C)C(=C)C,0.22590138164113108
CCCI,0.2791257087635161
CCCO,1.687151089910249
CCCC(C)O,1.246840747352336
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-0.9934195669807819
CCC(C)CCO,1.0436205892486838
CCCCI,-0.045058829163738504
CCCCCCCC(=O)OCC,-0.25311756246033484
CCSSCC,0.21622423125524287
CCOCCOCC,1.0145891380910192
CCCCCC=C,-0.41762911902043415
CCCCN(CC)C(=O)SCCC,-0.3208576151615521
CCCCOC=O,0.7242746265143732
BrC(Cl)Cl,0.6420188482343235
CBr,1.004911987705131
CC(C)C=C,0.06622840027397577
CC,0.7291132017073173
CC(=O)N,2.1516543084328825
CC(O)C(C)(C)C,1.0871677659851806
CCCC(=O)OCC,0.7291132017073173
CCCCCCCCCO,-0.06925170512845892
BrCBr,0.8210461303732552
CCSC(=O)N(CC(C)C)CC(C)C,-0.39343624305571373
O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,0.3129957351141247
CCCCCl,0.4049286637800628
CCNC(=S)NCC,0.6807274497778764
CCCCC(=O)OC,0.7387903520932055
CCCCCOC(=O)CC,0.7678218032508701
CCBr,0.859754731916808
CCC#CCC,0.4242829645518391
CCC(=C)C,0.06622840027397577
CCOC(C)OCC,1.1791006946511184
CCCCOCCO,1.1839392698440627
ClCCCCl,0.6033102466907707
CC(C)C(C)C,-0.3789205174768813
CCC=C,0.44847584051655964
FC(F)(Cl)C(F)(Cl)Cl,-0.08376743070729133
CCC#N,1.5226395333501495
OCC(O)CO,1.929079849557454
CCCCOC,0.908140483846249
CN(C)C(=O)C,1.9242412743645099
C=C,1.1936164202299508
CC(C)(C)CCO,1.1452306683005098
CC(C)SC(C)C,0.30331858472823653
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-1.2934112289433162
CCCC(C)(C)CO,0.6516959986202118
CCCOC,1.198454995422895
CC(C)OC(=O)C,1.1210377923357893
ClC=C,0.5404087691824975
BrC(Br)(Br)Br,-0.13215318263673237
CCCCCCCCC,-1.4579227855034154
CCCCCC(C)C,-1.0708367700678876
CCC(O)C(C)C,1.0484591644416281
CCCCCCC,-0.8047151344559622
CCCCCC(=O)C,0.6855660249708205
COP(=O)(NC(C)=O)SC ,1.6484424883666962
CCCCSP(=O)(SCCCC)SCCCC,-1.099868221225552
CC=C(C)C,0.14848417855402543
CCCC(C)(O)CC,0.9129790590391931
CCCCCCCC,-1.1482539731549932
CCC=O,1.6677967891384726
ClC(Cl)Cl,0.8210461303732552
CCCCC(CC)C=O,0.35654291185062176
CCC(CC)C=O,0.6516959986202118
CCCOCCC,0.6033102466907707
CCCCCCCCCCCCCCO,-1.4385684847316391
NC(=O)N,1.8516626464703483
CCCC#C,0.5936330963048826
CCCCCCCCCCCCCCCCCCO,-2.677243734125329
CC(C)CCOC=O,0.6516959986202118
CCOP(=O)(OCC)OCC,1.5952181612443113
CC(C)N(=O)=O,1.0871677659851806
OCC(O)C(O)CO,1.7258596914538016
CNC(=O)C=C(C)OP(=O)(OC)OC,1.7021506730083755
CCC(C)C(C)C,-0.6837507546323598
CCCCCC#C,-0.06925170512845892
ClCC(C)C,0.419444389358895
CCCCCCCCCCCC(=O)OC,-0.8821323375430679
CCCSCCC,0.13880702816813723
CCCCCBr,-0.10312173147906775
CCCC/C=C/C,-0.461176295756931
CC(Cl)(Cl)Cl,0.419444389358895
CCOCC,1.343612251211218
COCOC,1.6194110372090316
CCC(C)O,1.6145724620160875
C=CCS(=O)SCC=C,0.9855576869333545
CC(C)COC=O,0.8984633334603608
CCCCCC,-0.4708534461428192
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,0.28396428395646034
CC(C)CC(C)(C)O,0.9420105101968578
CCC(C)(C)C,-0.33053476554744027
C=CCC=C,0.37589721262239817
CCCCCC(O)CC,0.42912153974478323
CCCC(C)CO,0.8500775815309198
CCCCC(C)(C)O,0.8645933071097521
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-1.124061097190273
CCOC(=O)CC,1.0678134652134041
NC(N)=NC#N ,1.2371635969664478
ClC(Cl)(Cl)N(=O)=O,0.419444389358895
CCCCCCC(=O)OCC,0.06138982508103156
COC(=O)C,1.6097338868231434
CCCC(O)C=C,1.101683491564013
CCCCOCCCC,0.49202301725305647
CCCCCCCCCCCCO,-0.9353566646654526
CCCC(C)(C)O,1.150069243493454
CCCCCC(C)(C)O,0.5549244947613298
C,0.951687660582746
CCC(C)C(=O)C,1.0629748900204603
CN(=O)=O,1.5129623829642616
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-0.9740652662090055
C=CCCC=C,0.09042127623869618
CCCCC=C,-0.1757003593732292
CCCCCCCC(=O)C,0.13880702816813723
C#C,1.5274781085430937
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,0.16880619436439076
CC(Cl)CCl,0.612987397076659
CCCC=C(CC)C=O,0.19686993048346646
CCOP(=S)(OCC)SCCSCC,-0.6595578786676394
CCCCCCCCCCCCCCCO,-1.685335819571788
CC(C)I,0.37589721262239817
CC(C)C(=O)C,1.3290965256323857
CCCCCCCCCCCCCCCC,-2.677243734125329
CCCCCCC(=O)C,0.3952515133941746
CCCCCCCCC(=O)OC,-0.24827898726739064
CCO,1.9194026991715658
CCCCCCCCBr,-1.0611596196819992
CCC(O)CC,1.2710336233170565
CC(C)CCCO,0.8355618559520875
CCC(C)(C)O,1.4597380558418762
CCOC=O,1.4597380558418762
CCCCS,0.3323500358859011
ClC(=C(Cl)Cl)Cl,0.15816132893991364
CCC(=O)CC,1.2516793225452802
C=CC#N,1.4597380558418762
CCCCC(=O)C,1.0000734125121868
CCCCC(C)CC,-1.1095453716114405
BrCCBr,0.5742787955331062
COC(=O)C=C,1.2807107737029446
CCC(O)(CC)CC,0.9758805365474663
CC(C)C(=O)C(C)C,0.7581446528649819
CSSC,0.6904046001637646
CCCCC(O)CC,0.6758888745849323
CCCCC(CC)CO,0.36622006223651
CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,-0.6866538997481263
CN(C)C(=S)SSC(=S)N(C)C ,-0.4998848973004838
CCCCCCCCCCO,-0.3692433670909931
CCC(C)(C)CC,-0.6595578786676394
CNC(=O)C(C)SCCSP(=O)(OC)(OC),1.9406924300205197
CCCC=O,1.3823208527547708
CCCC,0.14364560336108143
ClC(Cl)C(Cl)(Cl)Cl,0.12912987778224902
CC(C)CO,1.435545179877156
ICI,0.2549328327987957
CCCC(O)CCC,0.709758900935541
CCCCCOC(=O)C,0.4726687164812801
FC(F)(Cl)C(F)(F)Cl,0.06138982508103156
CC=CC=O,1.541993834121926
CN(C)C(=O)N(C)C ,1.8419854960844602
CCN(CC)C(=S)SCC(Cl)=C,-0.25311756246033484
ClCC,0.8742704574956403
CC/C=C\C,0.15816132893991364
CNC(=O)ON=C(CSC)C(C)(C)C ,0.6033102466907707
CCCCCCCCCCCCCCCCCCCC,-2.5669242197262037
CCC(CC)CO,0.8210461303732552
Cl\C=C/Cl,0.7581446528649819
CC(C)CC(C)O,1.0000734125121868
CC(C)(C)CO,1.1936164202299508
CC=C,0.8645933071097521
CCCCCCC(C)O,0.37589721262239817
CC(C)COC(=O)C,0.8016918296014789
CC(C)C(C)(C)C,-0.7224593561759126
FC(F)(F)C(Cl)Br ,0.5597630699542739
CNC(=O)ON=C(SC)C(=O)N(C)C,1.4384483249929223
CCSCCSP(=S)(OC)OC,-0.10844416419130631
CCC(C)C,-0.15150748340850878
N#Cc1ccccc1,0.903301908653305
CCOc1ccc(NC(=O)C)cc1,0.25009425760585147
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-1.2595412025927073
CCc1ccc(CC)cc1,-0.4273062694063224
CN(C)C(=O)SCCCCOc1ccccc1,-0.5129490503214329
CC(=O)Nc1ccc(Br)cc1,-0.10457330403695103
Cc1ccccc1O,1.0871677659851806
Nc1ccc(O)cc1,1.0000734125121868
Cc1ccc(C)cc1,0.046874099502199354
CCc1ccccc1CC,-0.19989323533794962
O=N(=O)c1c(Cl)c(Cl)ccc1,-0.2966647391968317
c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,-1.341796980872757
CC(C)c1ccccc1,-0.1950546601450056
Oc1ccccc1N(=O)=O,0.5452473443754415
Oc1c(I)cc(C#N)cc1I,-0.3595662167051049
c1ccccc1O,1.3871594279477149
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,-0.7572970975651101
CCCCCCc1ccccc1,-1.1337382475761608
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-1.3466355560657013
Oc1cccc(c1)N(=O)=O,0.8984633334603608
CCSCc1ccccc1OC(=O)NC ,0.37589721262239817
CC(C)(C)c1ccc(O)cc1,0.22106280644818688
Clc1cccc(I)c1,-0.33053476554744027
Cc1cccc(C)c1,0.022681223537478944
Oc1cccc(O)c1,1.779084018576187
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-1.8159773497812788
Cc1ccc(Cl)cc1,-0.10312173147906775
CCCCOC(=O)c1ccc(N)cc1,-0.10408944651765646
CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-1.5759840202112514
Clc1ccc(Cl)c(Cl)c1Cl,-0.8240694352277387
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-1.3959890230337313
Clc1cc(Cl)c(Cl)c(Cl)c1,-0.853100886385403
Nc1ccccc1O,1.0387820140557396
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,0.6125035395573646
CNC(=O)Oc1ccccc1OC(C)C,0.3952515133941746
Cc1ccccc1Cl,-0.3160190399686081
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,-0.9653558308617063
Fc1ccccc1,0.5162158932177769
Cc1cc(C)c(C)c(C)c1C,-0.5482706492299249
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-1.3882473027250208
Cc1ccc(cc1N(=O)=O)N(=O)=O,0.022681223537478944
CNC(=O)Oc1cccc(N=CN(C)C)c1,0.2549328327987957
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-0.8240694352277387
NC(=S)Nc1ccccc1,0.5307316187966092
Oc1ccc(Cl)cc1,1.0484591644416281
Cc1cccc(N)c1,0.9758805365474663
CCOC(=O)c1ccc(N)cc1,0.12138815747353844
Clc1ccc(Cl)c(Cl)c1,-0.3498890663192167
Oc1ccccc1O,1.687151089910249
Cc1ccccc1Br,0.3081571599211807
CCNc1ccccc1,0.564601645147218
CN(C)C(=O)Nc1ccc(Cl)cc1,-0.011188802813129888
Brc1cc(Br)c(Br)cc1Br,-1.9901660567272668
COc1ccc(Cl)cc1,0.042035524309255355
COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,-0.5676249500017012
NC(=O)c1ccccc1O,0.5065387428318887
Cc1ccccc1N(=O)=O,0.2597714079917397
CCc1ccccc1C,-0.166023208987341
CCCCOC(=O)c1ccccc1C(=O)OCCCC ,-0.741813656947689
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,-0.5579477996158129
COc1ccc(cc1)N(=O)=O,0.22106280644818688
Nc1ccc(cc1)S(N)(=O)=O,0.7387903520932055
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-1.7530758722730055
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-0.6421390079730404
Clc1cccc(Cl)c1Cl,-0.5482706492299249
O=N(=O)c1cc(Cl)c(Cl)cc1,-0.161184633794397
CCOc1ccc(NC(N)=O)cc1,0.33718861107884535
COc1ccc(C=CC)cc1,-0.12731460744378817
CC(C)c1ccc(NC(=O)N(C)C)cc1,-0.32376076027731865
Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-0.1708617841802852
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-0.6450421530888069
CC(C)c1ccccc1C,-0.43214484459926633
Nc1cccc(Cl)c1,0.7242746265143732
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-0.27247186323211126
Cc1cccc(O)c1,1.058136314827516
O=N(=O)c1ccc(cc1)N(=O)=O,-0.25311756246033484
CN(C)C(=O)Nc1ccccc1,0.612987397076659
ClCc1ccccc1,0.23073995683407508
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-0.5114974777635497
CC(=O)Nc1ccc(F)cc1,0.5258930436036652
CCc1cccc(CC)c1N(COC)C(=O)CCl ,-0.1902160849520614
Clc1ccc(cc1)N(=O)=O,-0.025704528391962092
Clc1ccccc1N(=O)=O,0.15332275374696963
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-0.9208409390866202
O=N(=O)c1ccccc1,0.5162158932177769
Ic1ccccc1,-0.06925170512845892
COc1ccccc1OCC(O)COC(N)=O,0.9105597714427212
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,-0.6402035778958629
Oc1cccc(Cl)c1Cl,0.7581446528649819
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-0.06441312993551492
Cc1ccc(N)cc1,0.8016918296014789
c1ccccc1(OC(=O)NC),0.5147643206598937
Cc1cccc(C)c1C,-0.161184633794397
CNC(=O)Oc1ccc(N(C)C)c(C)c1,0.2452556824129075
Oc1c(Br)cc(C#N)cc1Br ,-0.22408611130267023
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-0.6837507546323598
NC(=O)NCc1ccccc1 ,0.9274947846180255
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-0.298116311754715
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-0.3508567813578056
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,0.3449303313875559
Oc1ccc(cc1)N(=O)=O,1.0291048636698517
Nc1ccccc1N(=O)=O,0.4387986901306714
Cc1c(cccc1N(=O)=O)N(=O)=O,-0.06441312993551492
c1(Br)c(Br)cc(Br)cc1,-0.7901994088771298
c1(O)c(C)ccc(C(C)C)c1,0.3807357878153422
CN(C)C=Nc1ccc(Cl)cc1C,0.00332692276570253
Nc1ccc(cc1)N(=O)=O,0.2404171072199633
Clc1ccccc1,0.23557853202701928
Brc1ccc(I)cc1,-0.8192308600347942
CCCCCc1ccccc1,-0.857939461578347
Oc1ccc(Cl)c(Cl)c1,0.7823375288297024
CCN(CC)c1ccccc1,-0.07892885551434713
Fc1cccc(F)c1,0.419444389358895
CC(C)(C)Cc1ccccc1,-0.6208492771240866
Clc1ccccc1I,-0.3256961903544963
Cc1cccc(C)c1O,0.7629832280579261
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-0.6982664802111918
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,0.06622840027397577
OCc1ccccc1,1.1936164202299508
Oc1ccc(Br)cc1,0.859754731916808
O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-0.011188802813129888
Brc1ccc(Br)cc1,-0.5821406755805336
Clc1ccc(Cl)cc1,-0.1950546601450056
Clc1cc(Cl)cc(Cl)c1,-0.7805222584912418
O=Cc1ccccc1,0.811368979987367
NC(=N)NS(=O)(=O)c1ccc(N)cc1 ,0.4242829645518391
COC(=O)c1ccc(O)cc1,0.503151740196828
Cc1ccc(O)c(C)c1,0.811368979987367
Clc1cccc(c1)N(=O)=O,0.046874099502199354
FC(F)(F)c1ccccc1,0.17267705451874604
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-1.5856611705971397
COC(=O)c1ccccc1C(=O)OC,0.5839559459189945
Clc1cc(Cl)c(Cl)cc1Cl,-1.303088379329204
Nc1ccccc1Cl,0.6516959986202118
COc1cccc(Cl)c1,0.042035524309255355
Oc1ccc(C=O)cc1,0.9226562094250813
Fc1ccccc1Br,0.08074412585280798
Oc1ccc(Cl)cc1Cl,0.6371802730413795
Cc1ccccc1N,0.31783431030706893
c1(OC)ccc(CC=C)cc1,-0.025704528391962092
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,-0.030543103584906302
Clc1ccccc1Cl,-0.08860600590023533
Nc1cccc(c1)N(=O)=O,0.32751146069295717
Oc1cc(Cl)cc(Cl)c1Cl,0.09525985143164038
Nc1ccccc1,1.1887778450370068
Brc1cc(Br)cc(Br)c1,-1.3224426801009805
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-1.3805055824163097
COc1cc(CC=C)ccc1O,0.6323416978484353
Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,-1.428891334345751
COC(=O)c1cc(O)c(O)c(O)c1 ,0.7871761040226466
Fc1cccc(Br)c1,0.09525985143164038
Clc1ccc(Br)cc1,-0.3692433670909931
COc1ccccc1N(=O)=O,0.4387986901306714
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,-0.24827898726739064
COc1ccccc1O ,0.4387986901306714
Oc1ccc(Cl)c(Cl)c1Cl,0.09525985143164038
COc1ccccc1,0.49202301725305647
CCc1ccc(C)cc1,-0.11763745705789995
O=N(=O)c1cccc(c1)N(=O)=O,0.2791257087635161
Nc1ccc(Cl)cc1,0.5839559459189945
CC(C)(C)c1ccccc1,-0.38375909266982555
Brc1ccccc1,0.15332275374696963
CCOC(=O)c1ccc(O)cc1,0.25009425760585147
COC(=O)c1ccccc1,0.49202301725305647
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-0.45149914537104274
Oc1ccccc1Cl,0.8742704574956403
CCOc1ccccc1,0.2597714079917397
CCOC(=O)C=Cc1ccccc1,-0.06441312993551492
Cc1ccc(cc1)S(=O)(=O)N,0.5452473443754415
CC(OC(=O)Nc1cccc(Cl)c1)C#C,0.12090429995424408
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,0.2742871335705721
Cc1ccc(C)c(C)c1,-0.21440896091678202
Oc1cc(Cl)c(Cl)cc1Cl,0.31783431030706893
NNc1ccccc1,1.4210294542983235
Oc1c(Cl)ccc(Cl)c1Cl,0.1097755770104726
Brc1cccc(Br)c1,-0.3256961903544963
CC(=O)Nc1ccccc1,0.7436289272861496
CC(=O)c1ccccc1,0.7678218032508701
CCCOC(=O)c1ccc(N)cc1,0.20074079063782174
CCOC(=O)c1ccccc1,0.26460998318468393
CON(C)C(=O)Nc1ccc(Cl)cc1,0.14364560336108143
Cc1ccc(Br)cc1,-0.1563460586014528
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-1.288572653750372
Cc1cc(C)c(O)c(C)c1,0.3952515133941746
c1ccccc1,0.5936330963048826
Clc1ccc(I)cc1,-0.5627863748087573
COc1ccc(NC(=O)N(C)C)cc1Cl,0.1465487484768478
CC(C)N(C(=O)CCl)c1ccccc1 ,0.18719278009757825
C=Cc1ccccc1,0.022681223537478944
Cc1ccccc1C,0.03235837392336715
Oc1ccc(O)cc1,1.3049036496676651
c1(O)cc(O)ccc1CCCCCC,0.13396845297519322
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-0.11279888186495596
Clc1cccc(Cl)c1,-0.08376743070729133
c1ccccc1SC,0.23073995683407508
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-1.980488906341378
Cc1cc(C)cc(O)c1,0.709758900935541
ClCC#CCOC(=O)Nc1cccc(Cl)c1,-0.7272979313688566
CC(=O)Nc1ccc(Cl)cc1,0.011552500593707452
CNc1ccccc1,0.7678218032508701
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,0.682662879855054
Oc1cccc(Cl)c1,1.0484591644416281
Clc1cccc(Br)c1,-0.166023208987341
OCCOc1ccccc1,1.0484591644416281
CCc1ccccc1,0.046874099502199354
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-0.4998848973004838
COc1ccc(C=O)cc1,0.6662117241990441
CC(=O)Nc1ccc(cc1)N(=O)=O,0.08461498600716326
CC(=O)Nc1ccc(O)cc1,0.8887861830744727
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,-0.4708534461428192
Cc1c(C)c(C)c(C)c(C)c1C,-1.1434153979620492
CC(C)c1ccc(C)cc1O,0.3129957351141247
CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,-0.8676166119642355
CC(C)OC(=O)Nc1cccc(Cl)c1,-0.24827898726739064
CC(O)c1ccccc1,0.9420105101968578
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,-1.824202927609284
Cc1cc(C)cc(C)c1,-0.25795613765327885
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,-1.087771783243192
O=N(=O)c1ccccc1N(=O)=O,-0.11279888186495596
Fc1ccc(F)cc1,0.4339601149377273
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-1.3611512816445335
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,0.5017001676389446
Cc1ccc(cc1)N(=O)=O,0.18235420490463403
Cc1ccc(O)cc1,1.0339434388627957
CN(C)c1ccccc1,0.4581529909024478
CNC(=O)Oc1ccccc1C(C)C,0.0018753502078192451
COc1ccccc1Cl,0.19686993048346646
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-1.5595328645552415
CC(C)c1ccc(C)cc1,-0.43698341979221056
Oc1c(Cl)cccc1Cl,0.5210544684107211
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,0.3657362047172154
Brc1ccccc1Br,-0.3063418895827199
Oc1c(Cl)cc(Cl)cc1Cl,0.2549328327987957
